month,service,service_label,zone_id,zone,borough,service_zone,is_airport,has_geometry,centroid_lon,centroid_lat,trips,revenue,fare_revenue,distance_mi,duration_s,airport_trips,tipped_trips,tip_observable_trips,tip_observable_tip,tip_observable_fare,unknown_zone_trips
2023-09-01,green,Green Boro Taxi,238,Upper West Side North,Manhattan,Yellow Zone,false,true,-73.973049,40.791705,3,160.02,141.44,17.68,6048.0,0,1,2,5.58,56.66,0
2023-09-01,green,Green Boro Taxi,239,Upper West Side South,Manhattan,Yellow Zone,false,true,-73.978632,40.783961,6,225.11,170.96,21.02,6807.0,0,5,6,28.15,170.96,0
2023-09-01,green,Green Boro Taxi,240,Van Cortlandt Park,Bronx,Boro Zone,false,true,-73.881977,40.894599,1,146.99,144.49,18.26,6650.0,0,0,0,,,0
2023-09-01,green,Green Boro Taxi,241,Van Cortlandt Village,Bronx,Boro Zone,false,true,-73.89562,40.876512,8,219.6,177.83,19.55,7322.0,0,5,6,25.77,131.9,0
2023-09-01,green,Green Boro Taxi,242,Van Nest/Morris Park,Bronx,Boro Zone,false,true,-73.850671,40.846783,8,260.08,216.01,25.83,8705.0,0,5,6,28.57,148.56,0
2023-09-01,green,Green Boro Taxi,243,Washington Heights North,Manhattan,Yellow Zone,false,true,-73.932832,40.857108,4,113.84,84.86,9.02,3539.0,0,3,3,10.48,46.17,0
2023-09-01,green,Green Boro Taxi,244,Washington Heights South,Manhattan,Yellow Zone,false,true,-73.941399,40.841708,3,160.24,129.74,16.96,5261.0,0,2,2,18.0,99.43,0
2023-09-01,green,Green Boro Taxi,245,West Brighton,Staten Island,Boro Zone,false,true,-74.10286,40.630049,14,403.91,322.0,40.39,11881.0,0,10,10,51.41,245.52,0
2023-09-01,green,Green Boro Taxi,246,West Chelsea/Hudson Yards,Manhattan,Yellow Zone,false,true,-74.004016,40.753309,4,115.44,85.74,12.51,2569.0,0,3,3,13.2,64.03,0
2023-09-01,green,Green Boro Taxi,247,West Concourse,Bronx,Boro Zone,false,true,-73.92441,40.828987,12,274.51,228.42,26.49,8544.0,0,5,7,23.59,131.27,0
2023-09-01,green,Green Boro Taxi,248,West Farms/Bronx River,Bronx,Boro Zone,false,true,-73.87229,40.834165,13,384.76,308.09,38.4,11537.0,0,9,9,46.67,248.52,0
2023-09-01,green,Green Boro Taxi,249,West Village,Manhattan,Yellow Zone,false,true,-74.002875,40.734576,4,278.76,218.52,27.67,9400.0,0,3,3,43.74,158.99,0
2023-09-01,green,Green Boro Taxi,250,Westchester Village/Unionport,Bronx,Boro Zone,false,true,-73.848641,40.832101,12,249.71,195.24,22.5,6900.0,1,7,7,30.28,120.0,0
2023-09-01,green,Green Boro Taxi,251,Westerleigh,Staten Island,Boro Zone,false,true,-74.125348,40.61688,21,635.19,509.87,60.09,20287.0,0,12,13,82.32,359.92,0
2023-09-01,green,Green Boro Taxi,252,Whitestone,Queens,Boro Zone,false,true,-73.815657,40.788193,9,247.07,199.82,26.3,6923.0,0,7,7,32.25,152.89,0
2023-09-01,green,Green Boro Taxi,253,Willets Point,Queens,Boro Zone,false,true,-73.841244,40.760631,13,302.39,246.14,30.54,8590.0,1,8,9,31.75,184.72,0
2023-09-01,green,Green Boro Taxi,254,Williamsbridge/Olinville,Bronx,Boro Zone,false,true,-73.858949,40.882157,9,202.61,162.6,19.07,5898.0,0,6,8,22.01,142.74,0
2023-09-01,green,Green Boro Taxi,255,Williamsburg (North Side),Brooklyn,Boro Zone,false,true,-73.957418,40.718804,338,10463.19,8584.32,1061.32,330494.0,1,219,239,1234.96,5937.12,0
2023-09-01,green,Green Boro Taxi,256,Williamsburg (South Side),Brooklyn,Boro Zone,false,true,-73.959905,40.71088,13,329.28,272.25,31.57,10520.0,0,7,8,27.53,175.1,0
2023-09-01,green,Green Boro Taxi,257,Windsor Terrace,Brooklyn,Boro Zone,false,true,-73.977982,40.653612,10,338.79,276.92,39.68,9257.0,0,4,4,39.37,150.88,0
2023-09-01,green,Green Boro Taxi,258,Woodhaven,Queens,Boro Zone,false,true,-73.855767,40.688721,12,492.23,405.84,47.98,17307.0,1,11,11,63.39,323.18,0
2023-09-01,green,Green Boro Taxi,259,Woodlawn/Wakefield,Bronx,Boro Zone,false,true,-73.852215,40.897932,27,1001.23,819.33,106.23,31416.0,0,17,17,134.4,606.18,0
2023-09-01,green,Green Boro Taxi,260,Woodside,Queens,Boro Zone,false,true,-73.906307,40.744234,7,164.94,129.3,13.69,5176.0,0,5,5,20.64,85.16,0
2023-09-01,green,Green Boro Taxi,261,World Trade Center,Manhattan,Yellow Zone,false,true,-74.013023,40.709139,3,95.41,73.43,8.98,2827.0,0,1,1,9.98,34.34,0
2023-09-01,green,Green Boro Taxi,262,Yorkville East,Manhattan,Yellow Zone,false,true,-73.94651,40.775932,2,29.29,19.79,2.18,531.0,0,0,0,,,0
2023-09-01,green,Green Boro Taxi,263,Yorkville West,Manhattan,Yellow Zone,false,true,-73.95101,40.778766,5,198.06,162.54,20.62,6458.0,0,2,3,12.52,82.2,0
2023-09-01,green,Green Boro Taxi,264,Unknown,Unknown,N/A,false,false,,,64,2065.34,1668.74,208.46,64035.0,1,44,46,281.1,1320.21,64
2023-09-01,green,Green Boro Taxi,265,Outside of NYC,Unknown,N/A,false,false,,,22,591.93,469.05,57.65,17257.0,0,16,16,70.88,344.03,22
2023-09-01,yellow,Yellow Medallion Taxi,1,Newark Airport,EWR,EWR,true,true,-74.174002,40.69183,68,4008.14,2914.58,187.47,59520.0,68,51,56,482.99,2369.38,0
2023-09-01,yellow,Yellow Medallion Taxi,2,Jamaica Bay,Queens,Boro Zone,false,true,-73.8313,40.616746,2,43.85,37.35,4.3,1398.0,0,0,0,,,0
2023-09-01,yellow,Yellow Medallion Taxi,3,Allerton/Pelham Gardens,Bronx,Boro Zone,false,true,-73.847422,40.864474,14,352.16,274.52,34.28,9642.0,0,9,11,36.64,236.12,0
2023-09-01,yellow,Yellow Medallion Taxi,4,Alphabet City,Manhattan,Yellow Zone,false,true,-73.976968,40.723752,1620,45070.16,33212.71,3896.55,1225209.0,34,1013,1105,4611.86,22816.94,2
2023-09-01,yellow,Yellow Medallion Taxi,5,Arden Heights,Staten Island,Boro Zone,false,true,-74.188485,40.552659,43,987.65,730.53,86.35,25653.0,4,29,32,104.46,546.54,0
2023-09-01,yellow,Yellow Medallion Taxi,6,Arrochar/Fort Wadsworth,Staten Island,Boro Zone,false,true,-74.07177,40.600324,17,418.42,323.17,37.06,12214.0,0,10,11,47.25,207.45,0
2023-09-01,yellow,Yellow Medallion Taxi,7,Astoria,Queens,Boro Zone,false,true,-73.919694,40.761493,395,10110.79,7784.4,926.74,287631.0,220,258,275,1157.95,5418.15,0
2023-09-01,yellow,Yellow Medallion Taxi,8,Astoria Park,Queens,Boro Zone,false,true,-73.923086,40.778559,18,503.72,394.31,46.54,15207.0,9,7,7,54.41,213.75,0
2023-09-01,yellow,Yellow Medallion Taxi,9,Auburndale,Queens,Boro Zone,false,true,-73.787949,40.751034,14,354.43,288.39,36.88,10059.0,9,9,10,30.54,215.41,1
2023-09-01,yellow,Yellow Medallion Taxi,10,Baisley Park,Queens,Boro Zone,false,true,-73.790987,40.678953,29,709.02,531.11,62.46,19321.0,17,23,23,103.82,433.74,0
2023-09-01,yellow,Yellow Medallion Taxi,11,Bath Beach,Brooklyn,Boro Zone,false,true,-74.007488,40.604273,7,235.91,203.84,24.87,8213.0,0,5,5,18.07,73.07,0
2023-09-01,yellow,Yellow Medallion Taxi,12,Battery Park,Manhattan,Yellow Zone,false,true,-74.015563,40.702946,1726,49191.4,36209.47,4247.65,1301205.0,51,1104,1187,5141.05,24992.97,0
2023-09-01,yellow,Yellow Medallion Taxi,13,Battery Park City,Manhattan,Yellow Zone,false,true,-74.016079,40.712038,2668,75840.25,55836.89,6529.44,2030396.0,79,1712,1855,7912.04,38870.52,4
2023-09-01,yellow,Yellow Medallion Taxi,14,Bay Ridge,Brooklyn,Boro Zone,false,true,-74.029893,40.624834,15,352.81,275.27,32.84,9887.0,0,11,12,37.04,207.98,0
2023-09-01,yellow,Yellow Medallion Taxi,15,Bay Terrace/Fort Totten,Queens,Boro Zone,false,true,-73.785973,40.783333,26,646.7,501.99,62.65,17545.0,13,12,13,55.73,302.96,0
2023-09-01,yellow,Yellow Medallion Taxi,16,Bayside,Queens,Boro Zone,false,true,-73.773421,40.762738,8,197.4,169.68,18.89,6819.0,5,2,2,5.72,31.98,0
2023-09-01,yellow,Yellow Medallion Taxi,17,Bedford,Brooklyn,Boro Zone,false,true,-73.949905,40.691507,141,3800.79,2959.42,353.78,111260.0,7,87,96,405.59,2145.73,0
2023-09-01,yellow,Yellow Medallion Taxi,18,Bedford Park,Bronx,Boro Zone,false,true,-73.890184,40.867682,39,1002.31,768.62,90.55,28689.0,1,24,26,108.84,520.91,0
2023-09-01,yellow,Yellow Medallion Taxi,19,Bellerose,Queens,Boro Zone,false,true,-73.726655,40.735487,11,346.48,260.27,31.2,10125.0,5,8,9,51.21,236.56,0
2023-09-01,yellow,Yellow Medallion Taxi,20,Belmont,Bronx,Boro Zone,false,true,-73.885867,40.857779,27,597.42,455.54,55.05,15583.0,0,19,20,73.38,361.03,0
2023-09-01,yellow,Yellow Medallion Taxi,21,Bensonhurst East,Brooklyn,Boro Zone,false,true,-73.983538,40.601429,15,466.25,377.63,49.23,13739.0,0,7,8,45.62,209.1,0
2023-09-01,yellow,Yellow Medallion Taxi,22,Bensonhurst West,Brooklyn,Boro Zone,false,true,-73.995259,40.612218,18,524.07,423.75,47.3,17502.0,0,12,12,52.32,220.08,0
2023-09-01,yellow,Yellow Medallion Taxi,23,Bloomfield/Emerson Hill,Staten Island,Boro Zone,false,true,-74.170885,40.606448,28,811.15,646.4,79.6,24326.0,0,19,20,87.25,442.47,0
2023-09-01,yellow,Yellow Medallion Taxi,24,Bloomingdale,Manhattan,Yellow Zone,false,true,-73.965479,40.801971,1272,36113.45,26494.4,3101.13,972237.0,37,829,886,3865.33,18711.37,2
2023-09-01,yellow,Yellow Medallion Taxi,25,Boerum Hill,Brooklyn,Boro Zone,false,true,-73.986114,40.685634,60,1625.55,1269.97,152.13,47785.0,3,36,38,170.88,767.92,1
2023-09-01,yellow,Yellow Medallion Taxi,26,Borough Park,Brooklyn,Boro Zone,false,true,-73.988661,40.630949,51,1370.69,1036.43,121.81,39186.0,1,33,35,173.35,779.43,0
2023-09-01,yellow,Yellow Medallion Taxi,28,Briarwood/Jamaica Hills,Queens,Boro Zone,false,true,-73.808729,40.711596,22,537.41,405.01,49.47,14221.0,12,17,17,64.95,301.01,0
2023-09-01,yellow,Yellow Medallion Taxi,29,Brighton Beach,Brooklyn,Boro Zone,false,true,-73.961217,40.580922,10,211.2,164.26,18.48,5963.0,0,6,7,21.44,125.34,0
2023-09-01,yellow,Yellow Medallion Taxi,30,Broad Channel,Queens,Boro Zone,false,true,-73.821928,40.603687,1,9.13,7.63,0.6,217.0,1,0,0,,,0
2023-09-01,yellow,Yellow Medallion Taxi,31,Bronx Park,Bronx,Boro Zone,false,true,-73.875476,40.857746,1,10.49,7.59,0.73,174.0,0,1,1,1.4,7.59,0
2023-09-01,yellow,Yellow Medallion Taxi,32,Bronxdale,Bronx,Boro Zone,false,true,-73.864901,40.864002,17,394.72,300.23,35.99,10564.0,0,10,11,49.99,239.15,0
2023-09-01,yellow,Yellow Medallion Taxi,33,Brooklyn Heights,Brooklyn,Boro Zone,false,true,-73.99525,40.695798,21,493.25,385.29,48.8,12987.0,0,13,13,46.96,227.87,0
2023-09-01,yellow,Yellow Medallion Taxi,34,Brooklyn Navy Yard,Brooklyn,Boro Zone,false,true,-73.971189,40.700856,57,1639.77,1339.89,161.18,51842.0,0,31,34,137.38,680.0,0
2023-09-01,yellow,Yellow Medallion Taxi,35,Brownsville,Brooklyn,Boro Zone,false,true,-73.910258,40.664003,19,399.85,286.41,32.86,9808.0,2,15,15,43.33,201.29,0
2023-09-01,yellow,Yellow Medallion Taxi,36,Bushwick North,Brooklyn,Boro Zone,false,true,-73.91771,40.700522,31,747.08,570.78,64.43,21625.0,0,21,24,86.3,479.73,0
2023-09-01,yellow,Yellow Medallion Taxi,37,Bushwick South,Brooklyn,Boro Zone,false,true,-73.922237,40.694994,129,3686.24,2914.16,357.21,109436.0,1,83,88,410.39,1986.3,0
2023-09-01,yellow,Yellow Medallion Taxi,38,Cambria Heights,Queens,Boro Zone,false,true,-73.735554,40.694341,22,488.15,369.04,42.21,13316.0,15,18,19,62.3,336.22,0
2023-09-01,yellow,Yellow Medallion Taxi,39,Canarsie,Brooklyn,Boro Zone,false,true,-73.899735,40.638037,48,1244.43,1003.37,129.24,34897.0,2,28,34,113.71,669.99,0
2023-09-01,yellow,Yellow Medallion Taxi,40,Carroll Gardens,Brooklyn,Boro Zone,false,true,-73.995956,40.679199,57,1557.33,1203.25,147.34,44269.0,4,36,39,183.28,811.51,0
2023-09-01,yellow,Yellow Medallion Taxi,41,Central Harlem,Manhattan,Yellow Zone,false,true,-73.951292,40.804334,1962,55128.26,40384.2,4687.6,1459072.0,58,1268,1358,5852.71,28468.87,2
2023-09-01,yellow,Yellow Medallion Taxi,42,Central Harlem North,Manhattan,Yellow Zone,false,true,-73.940772,40.818257,1221,34905.72,25762.67,3068.51,936773.0,29,783,859,3651.24,18041.73,0
2023-09-01,yellow,Yellow Medallion Taxi,43,Central Park,Manhattan,Yellow Zone,false,true,-73.965555,40.782477,59,1582.71,1115.8,122.47,36170.0,2,38,39,190.55,851.56,0
2023-09-01,yellow,Yellow Medallion Taxi,44,Charleston/Tottenville,Staten Island,Boro Zone,false,true,-74.233535,40.525491,29,716.12,554.12,67.91,19663.0,0,18,20,79.5,401.06,0
2023-09-01,yellow,Yellow Medallion Taxi,45,Chinatown,Manhattan,Yellow Zone,false,true,-73.998151,40.712459,1228,34484.03,25416.47,2975.15,911805.0,30,790,848,3546.79,17649.56,2
2023-09-01,yellow,Yellow Medallion Taxi,46,City Island,Bronx,Boro Zone,false,true,-73.781988,40.849086,15,537.76,403.45,50.07,15708.0,1,13,14,86.89,393.75,0
2023-09-01,yellow,Yellow Medallion Taxi,47,Claremont/Bathgate,Bronx,Boro Zone,false,true,-73.900317,40.842748,40,1026.03,820.45,100.37,29930.0,0,24,25,103.08,469.21,0
2023-09-01,yellow,Yellow Medallion Taxi,48,Clinton East,Manhattan,Yellow Zone,false,true,-73.989845,40.762253,5975,169219.7,124660.9,14486.66,4537128.0,193,3823,4135,17401.01,86488.71,2
2023-09-01,yellow,Yellow Medallion Taxi,49,Clinton Hill,Brooklyn,Boro Zone,false,true,-73.962363,40.687967,19,431.52,325.16,38.82,11338.0,0,14,15,52.36,245.24,0
2023-09-01,yellow,Yellow Medallion Taxi,50,Clinton West,Manhattan,Yellow Zone,false,true,-73.995135,40.766238,3140,91243.71,67263.8,7873.45,2453757.0,88,2050,2218,9793.13,47433.63,4
2023-09-01,yellow,Yellow Medallion Taxi,51,Co-Op City,Bronx,Boro Zone,false,true,-73.828263,40.873972,11,245.36,195.37,21.15,7575.0,0,6,8,21.49,129.96,0
2023-09-01,yellow,Yellow Medallion Taxi,52,Cobble Hill,Brooklyn,Boro Zone,false,true,-73.996724,40.686651,28,658.68,489.17,54.67,18335.0,1,20,21,83.37,356.27,0
2023-09-01,yellow,Yellow Medallion Taxi,53,College Point,Queens,Boro Zone,false,true,-73.842813,40.780912,17,469.85,366.35,43.86,13881.0,11,11,13,48.41,259.65,0
2023-09-01,yellow,Yellow Medallion Taxi,54,Columbia Street,Brooklyn,Boro Zone,false,true,-74.002911,40.687201,20,461.56,365.91,44.43,12887.0,1,12,13,43.26,208.42,0
2023-09-01,yellow,Yellow Medallion Taxi,55,Coney Island,Brooklyn,Boro Zone,false,true,-73.987944,40.576961,8,222.1,156.59,19.6,5483.0,1,7,7,38.58,147.71,0
2023-09-01,yellow,Yellow Medallion Taxi,56,Corona,Queens,Boro Zone,false,true,-73.858368,40.74235,11,342.37,261.63,31.84,10051.0,5,8,9,43.14,236.13,0
2023-09-01,yellow,Yellow Medallion Taxi,57,Corona,Queens,Boro Zone,false,false,,,34,800.43,606.74,70.57,22098.0,18,22,24,85.63,426.2,0
2023-09-01,yellow,Yellow Medallion Taxi,58,Country Club,Bronx,Boro Zone,false,true,-73.820393,40.841452,12,332.2,264.62,31.01,10289.0,1,8,8,31.17,145.45,0
2023-09-01,yellow,Yellow Medallion Taxi,59,Crotona Park,Bronx,Boro Zone,false,true,-73.894986,40.83855,1,17.62,12.39,1.16,457.0,0,1,1,3.73,12.39,0
2023-09-01,yellow,Yellow Medallion Taxi,60,Crotona Park East,Bronx,Boro Zone,false,true,-73.8859,40.83399,38,794.27,625.27,67.73,23502.0,2,17,18,51.19,226.19,0
2023-09-01,yellow,Yellow Medallion Taxi,61,Crown Heights North,Brooklyn,Boro Zone,false,true,-73.939287,40.67447,129,3636.79,2896.5,354.31,108794.0,6,81,86,381.12,1859.04,0
2023-09-01,yellow,Yellow Medallion Taxi,62,Crown Heights South,Brooklyn,Boro Zone,false,true,-73.948788,40.666541,15,416.86,331.28,39.29,12755.0,1,8,10,41.48,272.85,0
2023-09-01,yellow,Yellow Medallion Taxi,63,Cypress Hills,Brooklyn,Boro Zone,false,true,-73.878173,40.68384,13,321.66,251.04,29.43,9343.0,0,9,9,31.12,159.87,0
2023-09-01,yellow,Yellow Medallion Taxi,64,Douglaston,Queens,Boro Zone,false,true,-73.739337,40.760615,24,652.1,498.23,57.96,19149.0,15,18,18,91.87,402.65,0
2023-09-01,yellow,Yellow Medallion Taxi,65,Downtown Brooklyn/MetroTech,Brooklyn,Boro Zone,false,true,-73.986086,40.695337,239,5881.22,4582.7,555.14,164810.0,7,160,170,641.9,3111.91,0
2023-09-01,yellow,Yellow Medallion Taxi,66,DUMBO/Vinegar Hill,Brooklyn,Boro Zone,false,true,-73.985702,40.702259,10,320.77,255.45,33.37,9314.0,0,7,7,43.32,220.78,0
2023-09-01,yellow,Yellow Medallion Taxi,67,Dyker Heights,Brooklyn,Boro Zone,false,true,-74.013802,40.619619,22,546.97,457.24,53.2,17576.0,0,9,13,36.73,234.34,0
2023-09-01,yellow,Yellow Medallion Taxi,68,East Chelsea,Manhattan,Yellow Zone,false,true,-73.999918,40.748427,3711,104950.32,77296.02,9049.61,2803528.0,107,2369,2562,10855.14,53558.29,3
2023-09-01,yellow,Yellow Medallion Taxi,69,East Concourse/Concourse Village,Bronx,Boro Zone,false,true,-73.91503,40.831416,16,386.44,299.72,35.96,10784.0,0,9,10,35.22,177.9,0
2023-09-01,yellow,Yellow Medallion Taxi,70,East Elmhurst,Queens,Boro Zone,false,true,-73.868395,40.763352,24,538.91,407.83,47.48,14541.0,15,16,16,64.33,290.37,0
2023-09-01,yellow,Yellow Medallion Taxi,71,East Flatbush/Farragut,Brooklyn,Boro Zone,false,true,-73.937966,40.644288,9,247.83,193.77,24.88,6831.0,0,7,7,29.06,138.08,0
2023-09-01,yellow,Yellow Medallion Taxi,72,East Flatbush/Remsen Village,Brooklyn,Boro Zone,false,true,-73.922251,40.652364,13,355.61,274.55,36.24,9319.0,0,9,10,38.56,222.54,1
2023-09-01,yellow,Yellow Medallion Taxi,73,East Flushing,Queens,Boro Zone,false,true,-73.807294,40.754109,35,858.04,681.41,84.52,24043.0,18,18,21,77.63,425.8,1
2023-09-01,yellow,Yellow Medallion Taxi,74,East Harlem North,Manhattan,Yellow Zone,false,true,-73.937346,40.801169,1395,39530.02,29047.78,3386.36,1061536.0,29,918,981,4270.63,20638.7,1
2023-09-01,yellow,Yellow Medallion Taxi,75,East Harlem South,Manhattan,Yellow Zone,false,true,-73.94575,40.790011,1992,56210.99,41270.05,4813.58,1498494.0,53,1273,1374,5932.09,28587.99,2
2023-09-01,yellow,Yellow Medallion Taxi,76,East New York,Brooklyn,Boro Zone,false,true,-73.87682,40.660934,11,283.55,232.29,27.02,8973.0,0,6,6,25.76,126.0,0
2023-09-01,yellow,Yellow Medallion Taxi,77,East New York/Pennsylvania Avenue,Brooklyn,Boro Zone,false,true,-73.895364,40.666559,9,185.71,146.24,15.7,5511.0,0,5,6,18.47,110.6,0
2023-09-01,yellow,Yellow Medallion Taxi,78,East Tremont,Bronx,Boro Zone,false,true,-73.885522,40.84496,20,386.66,283.61,32.2,9509.0,1,13,14,41.85,198.97,0
2023-09-01,yellow,Yellow Medallion Taxi,79,East Village,Manhattan,Yellow Zone,false,true,-73.985937,40.72762,5489,156469.91,115734.44,13659.22,4232119.0,131,3528,3816,16048.39,80276.24,8
2023-09-01,yellow,Yellow Medallion Taxi,80,East Williamsburg,Brooklyn,Boro Zone,false,true,-73.936794,40.71537,914,24373.78,18950.04,2252.98,713327.0,19,604,648,2796.46,13538.42,0
2023-09-01,yellow,Yellow Medallion Taxi,81,Eastchester,Bronx,Boro Zone,false,true,-73.836644,40.880935,54,1432.52,1118.94,134.66,41627.0,3,32,32,151.38,703.6,0
2023-09-01,yellow,Yellow Medallion Taxi,82,Elmhurst,Queens,Boro Zone,false,true,-73.877118,40.739495,91,2358.72,1809.18,215.88,66910.0,54,61,66,267.27,1260.98,0
2023-09-01,yellow,Yellow Medallion Taxi,83,Elmhurst/Maspeth,Queens,Boro Zone,false,true,-73.892173,40.738324,18,441.51,359.65,43.78,13064.0,10,7,11,28.36,196.13,0
2023-09-01,yellow,Yellow Medallion Taxi,84,Eltingville/Annadale/Prince's Bay,Staten Island,Boro Zone,false,true,-74.187679,40.528686,14,333.49,251.95,30.49,8850.0,2,6,8,22.35,142.1,0
2023-09-01,yellow,Yellow Medallion Taxi,85,Erasmus,Brooklyn,Boro Zone,false,true,-73.951623,40.646116,18,572.69,470.27,58.98,17983.0,0,11,13,56.42,303.51,0
2023-09-01,yellow,Yellow Medallion Taxi,86,Far Rockaway,Queens,Boro Zone,false,true,-73.755243,40.602433,34,930.5,710.57,85.64,26464.0,25,23,24,120.89,544.2,0
2023-09-01,yellow,Yellow Medallion Taxi,87,Financial District North,Manhattan,Yellow Zone,false,true,-74.007496,40.706808,1408,39987.14,29410.36,3436.72,1052422.0,37,902,979,4194.54,20432.99,4
2023-09-01,yellow,Yellow Medallion Taxi,88,Financial District South,Manhattan,Yellow Zone,false,true,-74.011515,40.703358,1838,51156.48,37575.79,4372.43,1367985.0,49,1167,1272,5258.45,25925.46,4
2023-09-01,yellow,Yellow Medallion Taxi,89,Flatbush/Ditmas Park,Brooklyn,Boro Zone,false,true,-73.960968,40.6379,53,1341.31,1067.69,125.86,40131.0,1,28,30,121.38,619.7,0
2023-09-01,yellow,Yellow Medallion Taxi,90,Flatiron,Manhattan,Yellow Zone,false,true,-73.996971,40.742279,2843,80380.04,59118.61,6854.09,2163511.0,81,1820,1958,8380.42,41304.48,3
2023-09-01,yellow,Yellow Medallion Taxi,91,Flatlands,Brooklyn,Boro Zone,false,true,-73.930097,40.626272,22,499.28,369.81,45.01,12531.0,2,17,18,58.85,279.94,0
2023-09-01,yellow,Yellow Medallion Taxi,92,Flushing,Queens,Boro Zone,false,true,-73.828859,40.761101,83,2305.96,1793.73,213.28,68420.0,44,48,50,258.98,1244.52,0
2023-09-01,yellow,Yellow Medallion Taxi,93,Flushing Meadows-Corona Park,Queens,Boro Zone,false,true,-73.840865,40.740674,17,404.06,316.81,36.75,11760.0,9,10,10,42.25,200.71,0
2023-09-01,yellow,Yellow Medallion Taxi,94,Fordham South,Bronx,Boro Zone,false,true,-73.899536,40.858155,34,930.5,704.38,80.55,27461.0,3,25,25,113.62,492.03,0
2023-09-01,yellow,Yellow Medallion Taxi,95,Forest Hills,Queens,Boro Zone,false,true,-73.847669,40.721432,85,2249.14,1720.55,209.37,62804.0,53,60,64,276.49,1313.13,0
2023-09-01,yellow,Yellow Medallion Taxi,96,Forest Park/Highland Park,Queens,Boro Zone,false,true,-73.871561,40.697002,22,410.42,301.71,33.81,10062.0,12,14,14,45.01,222.33,0
2023-09-01,yellow,Yellow Medallion Taxi,97,Fort Greene,Brooklyn,Boro Zone,false,true,-73.974882,40.690787,159,4058.25,3095.31,370.92,113132.0,3,109,115,504.37,2396.01,1
2023-09-01,yellow,Yellow Medallion Taxi,98,Fresh Meadows,Queens,Boro Zone,false,true,-73.777253,40.734463,16,327.57,252.66,29.79,8606.0,10,11,11,36.41,167.7,0
2023-09-01,yellow,Yellow Medallion Taxi,100,Garment District,Manhattan,Yellow Zone,false,true,-73.988787,40.753513,4674,134315.08,99248.14,11626.38,3621943.0,139,2975,3184,13823.34,67729.36,8
2023-09-01,yellow,Yellow Medallion Taxi,101,Glen Oaks,Queens,Boro Zone,false,true,-73.711025,40.745993,18,486.15,372.26,43.8,14144.0,13,13,13,68.89,281.53,0
2023-09-01,yellow,Yellow Medallion Taxi,102,Glendale,Queens,Boro Zone,false,true,-73.875737,40.703546,57,1557.74,1190.59,142.9,44517.0,32,40,43,197.32,970.96,0
2023-09-01,yellow,Yellow Medallion Taxi,103,Governor's Island/Ellis Island/Liberty Island,Manhattan,Yellow Zone,false,true,-74.023552,40.690112,47,1350.18,1014.54,126.71,36867.0,1,32,34,125.52,712.86,0
2023-09-01,yellow,Yellow Medallion Taxi,104,Governor's Island/Ellis Island/Liberty Island,Manhattan,Yellow Zone,false,false,,,89,2572.24,1904.01,224.96,67565.0,2,54,59,272.52,1301.86,0
2023-09-01,yellow,Yellow Medallion Taxi,105,Governor's Island/Ellis Island/Liberty Island,Manhattan,Yellow Zone,false,false,,,50,1686.23,1238.05,147.54,49002.0,1,36,38,227.09,1046.82,0
2023-09-01,yellow,Yellow Medallion Taxi,106,Gowanus,Brooklyn,Boro Zone,false,true,-73.990648,40.673513,24,511.74,380.82,44.66,13077.0,0,19,20,67.42,324.75,0
2023-09-01,yellow,Yellow Medallion Taxi,107,Gramercy,Manhattan,Yellow Zone,false,true,-73.984052,40.736824,4509,127482.2,93722.63,11022.39,3403176.0,113,2930,3157,13505.54,66089.66,4
2023-09-01,yellow,Yellow Medallion Taxi,108,Gravesend,Brooklyn,Boro Zone,false,true,-73.981431,40.588404,11,245.9,194.53,21.99,7244.0,0,7,7,29.37,122.63,0
2023-09-01,yellow,Yellow Medallion Taxi,109,Great Kills,Staten Island,Boro Zone,false,true,-74.15089,40.551862,20,503.35,395.54,47.63,14478.0,0,11,13,45.31,282.32,0
2023-09-01,yellow,Yellow Medallion Taxi,111,Green-Wood Cemetery,Brooklyn,Boro Zone,false,true,-73.990234,40.652137,1,10.81,6.68,0.42,190.0,0,1,1,1.63,6.68,0
2023-09-01,yellow,Yellow Medallion Taxi,112,Greenpoint,Brooklyn,Boro Zone,false,true,-73.94954,40.729506,111,2784.05,2179.68,258.42,80776.0,2,68,74,298.95,1515.62,0
2023-09-01,yellow,Yellow Medallion Taxi,113,Greenwich Village North,Manhattan,Yellow Zone,false,true,-73.994305,40.732579,1381,38403.47,28033.25,3245.68,1026032.0,45,882,950,4084.38,19742.62,3
2023-09-01,yellow,Yellow Medallion Taxi,114,Greenwich Village South,Manhattan,Yellow Zone,false,true,-73.99738,40.72834,1712,49666.4,36907.22,4293.29,1351447.0,56,1081,1188,4955.09,25155.66,2
2023-09-01,yellow,Yellow Medallion Taxi,115,Grymes Hill/Clifton,Staten Island,Boro Zone,false,true,-74.087839,40.617971,37,975.75,750.43,93.89,26646.0,1,24,25,120.82,535.24,0
2023-09-01,yellow,Yellow Medallion Taxi,116,Hamilton Heights,Manhattan,Yellow Zone,false,true,-73.948522,40.827013,1431,40325.04,29752.83,3540.6,1105892.0,21,918,1000,4228.03,20865.98,1
2023-09-01,yellow,Yellow Medallion Taxi,117,Hammels/Arverne,Queens,Boro Zone,false,true,-73.789623,40.594059,18,445.21,347.82,41.26,12808.0,10,13,13,52.89,257.19,0
